<generator object TMQN.save_q_vals.<locals>.<genexpr> at 0x00000192FAF9FC30>
[-18.00984573  -5.77355957 -24.83122444]
[-18.00984573  -5.77355957 -24.83122444]
[-20.89310837  -6.05485153 -23.70604706]
[-20.82278442  -6.05485153 -24.12798882]
[-20.82278442  -6.05485153 -24.12798882]
[-29.26160431  -6.47679138 -16.18143463]
[-29.05063248  -6.19549942 -15.75949478]
[-29.05063248  -6.19549942 -15.75949478]
[-29.05063248  -6.19549942 -15.75949478]
[-18.00984573  -5.77355957 -24.83122444]
[-18.00984573  -5.77355957 -24.83122444]
[-18.00984573  -5.77355957 -24.83122444]
[-18.43178558  -6.19549942 -25.46413422]
[-18.43178558  -6.19549942 -25.46413422]
[-18.43178558  -6.19549942 -25.46413422]
[-20.82278442  -6.05485153 -24.12798882]
[-29.26160431  -6.47679138 -16.18143463]
[-29.26160431  -6.47679138 -16.18143463]
[-29.26160431  -6.47679138 -16.18143463]
[-29.05063248  -6.19549942 -15.75949478]
[-29.05063248  -6.19549942 -15.75949478]
[-29.05063248  -6.19549942 -15.75949478]
[-20.89310837  -6.05485153 -23.70604706]
[-20.89310837  -6.05485153 -23.70604706]
[-20.89310837  -6.05485153 -23.70604706]
[-20.82278442  -6.05485153 -24.12798882]
[-20.82278442  -6.05485153 -24.12798882]
[-20.82278442  -6.05485153 -24.12798882]
[-27.57383919  -6.33614731 -18.08016968]
[-27.57383919  -6.33614731 -18.08016968]
[-27.57383919  -6.33614731 -18.08016968]
[-27.57383919  -6.33614731 -18.08016968]
[-27.01125145  -5.63291168 -17.447258  ]
[-27.01125145  -5.63291168 -17.447258  ]
[-18.00984573  -5.77355957 -24.83122444]
[-20.89310837  -6.05485153 -23.70604706]
[-20.89310837  -6.05485153 -23.70604706]
[-20.82278442  -6.05485153 -24.12798882]
[-20.82278442  -6.05485153 -24.12798882]
[-29.26160431  -6.47679138 -16.18143463]
[-29.05063248  -6.19549942 -15.75949478]
[-29.05063248  -6.19549942 -15.75949478]
[-27.01125145  -5.63291168 -17.447258  ]
[-18.00984573  -5.77355957 -24.83122444]
[-18.00984573  -5.77355957 -24.83122444]
[-18.43178558  -6.19549942 -25.46413422]
[-18.43178558  -6.19549942 -25.46413422]
[-18.43178558  -6.19549942 -25.46413422]
[-18.43178558  -6.19549942 -25.46413422]
[-29.26160431  -6.47679138 -16.18143463]
[-29.26160431  -6.47679138 -16.18143463]
[-29.26160431  -6.47679138 -16.18143463]
[-29.05063248  -6.19549942 -15.75949478]
[-29.05063248  -6.19549942 -15.75949478]
[-29.05063248  -6.19549942 -15.75949478]
[-20.89310837  -6.05485153 -23.70604706]
[-20.89310837  -6.05485153 -23.70604706]
[-20.89310837  -6.05485153 -23.70604706]
[-20.82278442  -6.05485153 -24.12798882]
[-20.82278442  -6.05485153 -24.12798882]
[-20.82278442  -6.05485153 -24.12798882]
[-20.82278442  -6.05485153 -24.12798882]
[-27.57383919  -6.33614731 -18.08016968]
[-27.57383919  -6.33614731 -18.08016968]
[-27.57383919  -6.33614731 -18.08016968]
[-27.01125145  -5.63291168 -17.447258  ]
[-27.01125145  -5.63291168 -17.447258  ]
[-18.00984573  -5.77355957 -24.83122444]
[-20.89310837  -6.05485153 -23.70604706]
[-20.89310837  -6.05485153 -23.70604706]
[-20.89310837  -6.05485153 -23.70604706]
[-20.82278442  -6.05485153 -24.12798882]
[-29.26160431  -6.47679138 -16.18143463]
[-29.26160431  -6.47679138 -16.18143463]
[-29.05063248  -6.19549942 -15.75949478]
[-27.01125145  -5.63291168 -17.447258  ]
[-18.00984573  -5.77355957 -24.83122444]
[-18.00984573  -5.77355957 -24.83122444]
[-18.00984573  -5.77355957 -24.83122444]
[-18.43178558  -6.19549942 -25.46413422]
[-18.43178558  -6.19549942 -25.46413422]
[-18.43178558  -6.19549942 -25.46413422]
[-20.82278442  -6.05485153 -24.12798882]
[-29.26160431  -6.47679138 -16.18143463]
[-29.26160431  -6.47679138 -16.18143463]
[-29.05063248  -6.19549942 -15.75949478]
[-29.05063248  -6.19549942 -15.75949478]
[-29.05063248  -6.19549942 -15.75949478]
[-29.05063248  -6.19549942 -15.75949478]
[-20.89310837  -6.05485153 -23.70604706]
[-20.89310837  -6.05485153 -23.70604706]
[-20.89310837  -6.05485153 -23.70604706]
[-20.82278442  -6.05485153 -24.12798882]
[-20.82278442  -6.05485153 -24.12798882]
[-20.82278442  -6.05485153 -24.12798882]
[-27.57383919  -6.33614731 -18.08016968]
[-27.57383919  -6.33614731 -18.08016968]
[-27.57383919  -6.33614731 -18.08016968]
[-27.57383919  -6.33614731 -18.08016968]
[-27.01125145  -5.63291168 -17.447258  ]
[-27.01125145  -5.63291168 -17.447258  ]
[-18.00984573  -5.77355957 -24.83122444]
[-20.89310837  -6.05485153 -23.70604706]
[-20.89310837  -6.05485153 -23.70604706]
[-20.82278442  -6.05485153 -24.12798882]
[-20.82278442  -6.05485153 -24.12798882]
[-29.26160431  -6.47679138 -16.18143463]
[-29.05063248  -6.19549942 -15.75949478]
[-29.05063248  -6.19549942 -15.75949478]
[-27.01125145  -5.63291168 -17.447258  ]
[-18.00984573  -5.77355957 -24.83122444]
[-18.00984573  -5.77355957 -24.83122444]
[-18.43178558  -6.19549942 -25.46413422]
[-18.43178558  -6.19549942 -25.46413422]
[-18.43178558  -6.19549942 -25.46413422]
[-18.43178558  -6.19549942 -25.46413422]
[-29.26160431  -6.47679138 -16.18143463]
[-29.26160431  -6.47679138 -16.18143463]
[-29.26160431  -6.47679138 -16.18143463]
[-29.05063248  -6.19549942 -15.75949478]
[-29.05063248  -6.19549942 -15.75949478]
[-29.05063248  -6.19549942 -15.75949478]
[-20.89310837  -6.05485153 -23.70604706]
[-20.89310837  -6.05485153 -23.70604706]
[-20.89310837  -6.05485153 -23.70604706]
[-20.82278442  -6.05485153 -24.12798882]
[-20.82278442  -6.05485153 -24.12798882]
[-20.82278442  -6.05485153 -24.12798882]
[-18.43178558  -6.19549942 -25.46413422]
[-27.57383919  -6.33614731 -18.08016968]
[-27.57383919  -6.33614731 -18.08016968]
[-27.57383919  -6.33614731 -18.08016968]
[-27.01125145  -5.63291168 -17.447258  ]
[-27.01125145  -5.63291168 -17.447258  ]
[-18.00984573  -5.77355957 -24.83122444]
[-20.89310837  -6.05485153 -23.70604706]
[-20.89310837  -6.05485153 -23.70604706]
[-20.89310837  -6.05485153 -23.70604706]
[-20.82278442  -6.05485153 -24.12798882]
[-20.82278442  -6.05485153 -24.12798882]
[-29.26160431  -6.47679138 -16.18143463]
[-29.05063248  -6.19549942 -15.75949478]
[-27.01125145  -5.63291168 -17.447258  ]
[-18.00984573  -5.77355957 -24.83122444]
[-18.00984573  -5.77355957 -24.83122444]
[-18.00984573  -5.77355957 -24.83122444]
[-18.43178558  -6.19549942 -25.46413422]
[-18.43178558  -6.19549942 -25.46413422]
[-18.43178558  -6.19549942 -25.46413422]
[-20.82278442  -6.05485153 -24.12798882]
[-29.26160431  -6.47679138 -16.18143463]
[-29.26160431  -6.47679138 -16.18143463]
[-29.05063248  -6.19549942 -15.75949478]
[-29.05063248  -6.19549942 -15.75949478]
[-29.05063248  -6.19549942 -15.75949478]
[-29.05063248  -6.19549942 -15.75949478]
[-20.89310837  -6.05485153 -23.70604706]
[-20.89310837  -6.05485153 -23.70604706]
[-20.89310837  -6.05485153 -23.70604706]
[-20.82278442  -6.05485153 -24.12798882]
[-20.82278442  -6.05485153 -24.12798882]
[-20.82278442  -6.05485153 -24.12798882]
[-27.57383919  -6.33614731 -18.08016968]
[-27.57383919  -6.33614731 -18.08016968]
[-27.57383919  -6.33614731 -18.08016968]
[-27.01125145  -5.63291168 -17.447258  ]
[-27.01125145  -5.63291168 -17.447258  ]
[-27.01125145  -5.63291168 -17.447258  ]
[-18.00984573  -5.77355957 -24.83122444]
[-20.89310837  -6.05485153 -23.70604706]
[-20.89310837  -6.05485153 -23.70604706]
[-20.82278442  -6.05485153 -24.12798882]
[-20.82278442  -6.05485153 -24.12798882]
[-29.26160431  -6.47679138 -16.18143463]
[-29.05063248  -6.19549942 -15.75949478]
[-29.05063248  -6.19549942 -15.75949478]
[-27.01125145  -5.63291168 -17.447258  ]
[-18.00984573  -5.77355957 -24.83122444]
[-18.00984573  -5.77355957 -24.83122444]
[-18.43178558  -6.19549942 -25.46413422]
[-18.43178558  -6.19549942 -25.46413422]
[-18.43178558  -6.19549942 -25.46413422]
[-18.43178558  -6.19549942 -25.46413422]
[-29.26160431  -6.47679138 -16.18143463]
[-29.26160431  -6.47679138 -16.18143463]
[-29.26160431  -6.47679138 -16.18143463]
[-29.05063248  -6.19549942 -15.75949478]
[-29.05063248  -6.19549942 -15.75949478]
[-29.05063248  -6.19549942 -15.75949478]
[-20.89310837  -6.05485153 -23.70604706]
[-20.89310837  -6.05485153 -23.70604706]
[-20.89310837  -6.05485153 -23.70604706]
[-20.82278442  -6.05485153 -24.12798882]
[-20.82278442  -6.05485153 -24.12798882]
[-20.82278442  -6.05485153 -24.12798882]
[-18.43178558  -6.19549942 -25.46413422]
[-27.57383919  -6.33614731 -18.08016968]
[-27.57383919  -6.33614731 -18.08016968]
[-27.57383919  -6.33614731 -18.08016968]
[-27.01125145  -5.63291168 -17.447258  ]
[-27.01125145  -5.63291168 -17.447258  ]
[-18.00984573  -5.77355957 -24.83122444]
[-20.89310837  -6.05485153 -23.70604706]
[-20.89310837  -6.05485153 -23.70604706]
[-20.89310837  -6.05485153 -23.70604706]
[-20.82278442  -6.05485153 -24.12798882]
[-20.82278442  -6.05485153 -24.12798882]
[-29.26160431  -6.47679138 -16.18143463]
[-29.05063248  -6.19549942 -15.75949478]
[-27.01125145  -5.63291168 -17.447258  ]
[-18.00984573  -5.77355957 -24.83122444]
[-18.00984573  -5.77355957 -24.83122444]
[-18.00984573  -5.77355957 -24.83122444]
[-18.43178558  -6.19549942 -25.46413422]
[-18.43178558  -6.19549942 -25.46413422]
[-18.43178558  -6.19549942 -25.46413422]
[-20.82278442  -6.05485153 -24.12798882]
[-29.26160431  -6.47679138 -16.18143463]
[-29.26160431  -6.47679138 -16.18143463]
[-29.05063248  -6.19549942 -15.75949478]
[-29.05063248  -6.19549942 -15.75949478]
[-29.05063248  -6.19549942 -15.75949478]
[-20.89310837  -6.05485153 -23.70604706]
[-20.89310837  -6.05485153 -23.70604706]
[-20.89310837  -6.05485153 -23.70604706]
[-20.89310837  -6.05485153 -23.70604706]
[-20.82278442  -6.05485153 -24.12798882]
[-20.82278442  -6.05485153 -24.12798882]
[-20.82278442  -6.05485153 -24.12798882]
[-27.57383919  -6.33614731 -18.08016968]
[-27.57383919  -6.33614731 -18.08016968]
[-27.57383919  -6.33614731 -18.08016968]
[-27.01125145  -5.63291168 -17.447258  ]
[-27.01125145  -5.63291168 -17.447258  ]
[-27.01125145  -5.63291168 -17.447258  ]
[-18.00984573  -5.77355957 -24.83122444]
[-20.89310837  -6.05485153 -23.70604706]
[-20.89310837  -6.05485153 -23.70604706]
[-20.82278442  -6.05485153 -24.12798882]
[-20.82278442  -6.05485153 -24.12798882]
[-29.26160431  -6.47679138 -16.18143463]
